date,store_id,store_type,assortment,sales,customers,promo,school_holiday,eid_period,day_of_week,open,competition_distance_m
2022-01-05,17,a,basic,5088.84,13,0,0,0,2,1,332.0
2022-01-06,17,a,basic,5822.99,15,0,0,0,3,1,332.0
2022-01-07,17,a,basic,4586.44,13,0,0,0,4,1,332.0
2022-01-08,17,a,basic,5991.8,16,0,0,0,5,1,332.0
2022-01-09,17,a,basic,6857.21,24,0,0,0,6,1,332.0
2022-01-10,17,a,basic,6363.46,15,0,0,0,0,1,332.0
2022-01-11,17,a,basic,6850.07,16,0,0,0,1,1,332.0
2022-01-12,17,a,basic,6279.48,20,1,0,0,2,1,332.0
2022-01-13,17,a,basic,5095.44,12,0,0,0,3,1,332.0
2022-01-14,17,a,basic,3955.78,13,0,0,0,4,1,332.0
2022-01-15,17,a,basic,6553.59,16,0,0,0,5,1,332.0
2022-01-16,17,a,basic,6180.28,18,0,0,0,6,1,332.0
2022-01-17,17,a,basic,6376.22,17,0,0,0,0,1,332.0
2022-01-18,17,a,basic,5682.01,17,0,0,0,1,1,332.0
2022-01-19,17,a,basic,5588.82,14,0,0,0,2,1,332.0
2022-01-20,17,a,basic,5191.54,17,0,0,0,3,1,332.0
2022-01-21,17,a,basic,3493.68,11,0,0,0,4,1,332.0
2022-01-22,17,a,basic,6949.19,18,0,0,0,5,1,332.0
2022-01-23,17,a,basic,6146.16,15,0,0,0,6,1,332.0
2022-01-24,17,a,basic,7176.81,23,1,0,0,0,1,332.0
2022-01-25,17,a,basic,5836.49,16,0,0,0,1,1,332.0
2022-01-26,17,a,basic,4475.85,11,0,0,0,2,1,332.0
2022-01-27,17,a,basic,4819.45,12,0,0,0,3,1,332.0
2022-01-28,17,a,basic,4627.59,13,0,0,0,4,1,332.0
2022-01-29,17,a,basic,6429.26,19,0,0,0,5,1,332.0
2022-01-30,17,a,basic,7253.21,18,1,0,0,6,1,332.0
2022-01-31,17,a,basic,6243.68,14,0,0,0,0,1,332.0
2022-02-01,17,a,basic,5808.55,19,0,0,0,1,1,332.0
2022-02-02,17,a,basic,5812.56,15,0,0,0,2,1,332.0
2022-02-03,17,a,basic,6649.14,17,0,0,0,3,1,332.0
2022-02-04,17,a,basic,3656.64,9,0,0,0,4,1,332.0
2022-02-05,17,a,basic,6655.71,16,0,0,0,5,1,332.0
2022-02-06,17,a,basic,5997.55,19,0,0,0,6,1,332.0
2022-02-07,17,a,basic,6074.21,19,0,0,0,0,1,332.0
2022-02-08,17,a,basic,4790.94,15,0,0,0,1,1,332.0
2022-02-09,17,a,basic,5691.08,19,0,0,0,2,1,332.0
2022-02-10,17,a,basic,4888.88,12,0,0,0,3,1,332.0
2022-02-11,17,a,basic,4374.18,14,0,0,0,4,1,332.0
2022-02-12,17,a,basic,7478.89,22,0,0,0,5,1,332.0
2022-02-13,17,a,basic,6246.67,15,0,0,0,6,1,332.0
2022-02-14,17,a,basic,6498.88,17,0,0,0,0,1,332.0
2022-02-15,17,a,basic,5205.23,14,0,0,0,1,1,332.0
2022-02-16,17,a,basic,5486.77,15,0,0,0,2,1,332.0
2022-02-17,17,a,basic,5477.04,13,0,0,0,3,1,332.0
2022-02-18,17,a,basic,4342.55,11,0,0,0,4,1,332.0
2022-02-19,17,a,basic,8100.89,21,1,0,0,5,1,332.0
2022-02-20,17,a,basic,6998.31,18,0,0,0,6,1,332.0
2022-02-21,17,a,basic,0.0,0,0,1,0,0,0,332.0
2022-02-22,17,a,basic,6119.24,16,0,0,0,1,1,332.0
2022-02-23,17,a,basic,5569.72,17,0,0,0,2,1,332.0
2022-02-24,17,a,basic,5873.69,19,0,0,0,3,1,332.0
2022-02-25,17,a,basic,4416.24,15,0,0,0,4,1,332.0
2022-02-26,17,a,basic,6874.14,19,0,0,0,5,1,332.0
2022-02-27,17,a,basic,6338.74,19,1,0,0,6,1,332.0
2022-02-28,17,a,basic,5453.97,14,0,0,0,0,1,332.0
2022-03-01,17,a,basic,7535.93,18,0,0,0,1,1,332.0
2022-03-02,17,a,basic,6203.84,14,0,0,0,2,1,332.0
2022-03-03,17,a,basic,6907.81,20,0,0,0,3,1,332.0
2022-03-04,17,a,basic,5329.28,18,0,0,0,4,1,332.0
2022-03-05,17,a,basic,8510.03,27,0,0,0,5,1,332.0
2022-03-06,17,a,basic,8434.87,27,0,0,0,6,1,332.0
2022-03-07,17,a,basic,7845.75,23,0,0,0,0,1,332.0
2022-03-08,17,a,basic,6958.15,19,0,0,0,1,1,332.0
2022-03-09,17,a,basic,7293.69,19,0,0,0,2,1,332.0
2022-03-10,17,a,basic,5806.37,14,0,0,0,3,1,332.0
2022-03-11,17,a,basic,5786.63,20,0,0,0,4,1,332.0
2022-03-12,17,a,basic,8000.88,22,0,0,0,5,1,332.0
2022-03-13,17,a,basic,8689.55,24,0,0,0,6,1,332.0
2022-03-14,17,a,basic,6724.94,19,0,0,0,0,1,332.0
2022-03-15,17,a,basic,5282.19,13,0,0,0,1,1,332.0
2022-03-16,17,a,basic,7224.78,24,0,0,0,2,1,332.0
2022-03-17,17,a,basic,8330.85,23,1,0,0,3,1,332.0
2022-03-18,17,a,basic,6643.58,17,1,0,0,4,1,332.0
2022-03-19,17,a,basic,7565.11,23,0,0,0,5,1,332.0
2022-03-20,17,a,basic,6753.17,16,0,0,0,6,1,332.0
2022-03-21,17,a,basic,6756.79,18,0,0,0,0,1,332.0
2022-03-22,17,a,basic,5592.12,19,0,0,0,1,1,332.0
2022-03-23,17,a,basic,6708.67,17,0,0,0,2,1,332.0
2022-03-24,17,a,basic,7276.37,20,0,0,0,3,1,332.0
2022-03-25,17,a,basic,4887.67,13,0,0,0,4,1,332.0
2022-03-26,17,a,basic,0.0,0,0,1,0,5,0,332.0
2022-03-27,17,a,basic,6990.02,23,0,0,0,6,1,332.0
2022-03-28,17,a,basic,7236.56,19,0,0,0,0,1,332.0
2022-03-29,17,a,basic,6368.79,19,0,0,0,1,1,332.0
2022-03-30,17,a,basic,6564.35,19,0,0,0,2,1,332.0
2022-03-31,17,a,basic,6690.0,18,0,0,0,3,1,332.0
2022-04-01,17,a,basic,5539.86,15,0,0,0,4,1,332.0
2022-04-02,17,a,basic,9214.18,27,1,0,0,5,1,332.0
2022-04-03,17,a,basic,7750.32,19,0,0,0,6,1,332.0
2022-04-04,17,a,basic,8092.67,27,0,0,0,0,1,332.0
2022-04-05,17,a,basic,6669.08,19,0,0,0,1,1,332.0
2022-04-06,17,a,basic,7109.66,22,0,0,0,2,1,332.0
2022-04-07,17,a,basic,9031.54,23,1,0,0,3,1,332.0
2022-04-08,17,a,basic,5917.72,16,0,0,0,4,1,332.0
2022-04-09,17,a,basic,7731.63,20,0,0,0,5,1,332.0
2022-04-10,17,a,basic,8020.56,21,0,0,0,6,1,332.0
2022-04-11,17,a,basic,6345.72,15,0,0,0,0,1,332.0
2022-04-12,17,a,basic,6349.12,18,0,0,0,1,1,332.0
2022-04-13,17,a,basic,6006.31,16,0,0,0,2,1,332.0
2022-04-14,17,a,basic,0.0,0,0,1,0,3,0,332.0
2022-04-15,17,a,basic,5191.83,14,0,0,0,4,1,332.0
2022-04-16,17,a,basic,6658.75,22,0,0,0,5,1,332.0
2022-04-17,17,a,basic,7590.54,19,0,0,0,6,1,332.0
2022-04-18,17,a,basic,7426.56,21,0,0,0,0,1,332.0
2022-04-19,17,a,basic,6227.92,17,0,0,0,1,1,332.0
2022-04-20,17,a,basic,7320.46,19,0,0,0,2,1,332.0
2022-04-21,17,a,basic,6322.68,17,0,0,0,3,1,332.0
2022-04-22,17,a,basic,5235.69,12,0,0,0,4,1,332.0
2022-04-23,17,a,basic,7708.24,26,0,0,0,5,1,332.0
2022-04-24,17,a,basic,7192.47,17,0,0,0,6,1,332.0
2022-04-25,17,a,basic,6382.8,21,0,0,0,0,1,332.0
2022-04-26,17,a,basic,7645.2,21,0,0,0,1,1,332.0
2022-04-27,17,a,basic,6999.69,17,0,0,0,2,1,332.0
2022-04-28,17,a,basic,8754.46,26,1,0,0,3,1,332.0
2022-04-29,17,a,basic,9919.99,33,1,0,1,4,1,332.0
2022-04-30,17,a,basic,10680.65,29,0,0,1,5,1,332.0
2022-05-01,17,a,basic,0.0,0,0,1,1,6,0,332.0
2022-05-02,17,a,basic,2811.46,6,0,0,1,0,1,332.0
2022-05-03,17,a,basic,13186.72,42,1,0,1,1,1,332.0
2022-05-04,17,a,basic,10364.23,27,0,0,1,2,1,332.0
2022-05-05,17,a,basic,7671.63,20,0,0,1,3,1,332.0
2022-05-06,17,a,basic,6272.7,19,0,0,0,4,1,332.0
2022-05-07,17,a,basic,8551.89,23,0,0,0,5,1,332.0
2022-05-08,17,a,basic,7610.62,20,0,0,0,6,1,332.0
2022-05-09,17,a,basic,7330.11,23,0,0,0,0,1,332.0
2022-05-10,17,a,basic,9197.82,24,1,0,0,1,1,332.0
2022-05-11,17,a,basic,6917.82,17,0,0,0,2,1,332.0
2022-05-12,17,a,basic,7026.16,18,0,0,0,3,1,332.0
2022-05-13,17,a,basic,6500.03,19,0,0,0,4,1,332.0
2022-05-14,17,a,basic,8270.87,20,0,0,0,5,1,332.0
2022-05-15,17,a,basic,8413.16,27,0,0,0,6,1,332.0
2022-05-16,17,a,basic,8297.61,24,0,0,0,0,1,332.0
2022-05-17,17,a,basic,6383.18,20,0,0,0,1,1,332.0
2022-05-18,17,a,basic,6453.98,18,0,0,0,2,1,332.0
2022-05-19,17,a,basic,7552.56,18,0,0,0,3,1,332.0
2022-05-20,17,a,basic,5451.58,16,0,0,0,4,1,332.0
2022-05-21,17,a,basic,8610.68,23,0,0,0,5,1,332.0
2022-05-22,17,a,basic,8283.7,21,0,0,0,6,1,332.0
2022-05-23,17,a,basic,6409.36,18,0,0,0,0,1,332.0
2022-05-24,17,a,basic,7387.05,22,0,0,0,1,1,332.0
2022-05-25,17,a,basic,7515.97,18,0,0,0,2,1,332.0
2022-05-26,17,a,basic,6336.03,17,0,0,0,3,1,332.0
2022-05-27,17,a,basic,7348.53,18,1,0,0,4,1,332.0
2022-05-28,17,a,basic,7684.71,26,0,0,0,5,1,332.0
2022-05-29,17,a,basic,7537.45,20,0,0,0,6,1,332.0
2022-05-30,17,a,basic,7201.94,17,0,0,0,0,1,332.0
2022-05-31,17,a,basic,6794.99,19,0,0,0,1,1,332.0
2022-06-01,17,a,basic,7142.92,25,0,0,0,2,1,332.0
2022-06-02,17,a,basic,8432.64,29,1,0,0,3,1,332.0
2022-06-03,17,a,basic,6058.0,20,0,0,0,4,1,332.0
2022-06-04,17,a,basic,7159.67,21,0,0,0,5,1,332.0
2022-06-05,17,a,basic,7362.35,21,0,0,0,6,1,332.0
2022-06-06,17,a,basic,7326.56,19,0,0,0,0,1,332.0
2022-06-07,17,a,basic,7222.77,21,0,0,0,1,1,332.0
2022-06-08,17,a,basic,7224.81,21,0,0,0,2,1,332.0
2022-06-09,17,a,basic,8309.86,22,0,0,0,3,1,332.0
2022-06-10,17,a,basic,6079.35,14,0,0,0,4,1,332.0
2022-06-11,17,a,basic,7688.35,19,0,0,0,5,1,332.0
2022-06-12,17,a,basic,9056.16,29,0,0,0,6,1,332.0
2022-06-13,17,a,basic,6753.95,18,0,0,0,0,1,332.0
2022-06-14,17,a,basic,6239.16,20,0,0,0,1,1,332.0
2022-06-15,17,a,basic,7799.72,19,0,0,0,2,1,332.0
2022-06-16,17,a,basic,7215.97,21,0,0,0,3,1,332.0
2022-06-17,17,a,basic,5175.68,15,0,0,0,4,1,332.0
2022-06-18,17,a,basic,7974.42,23,0,0,0,5,1,332.0
2022-06-19,17,a,basic,7673.47,18,0,0,0,6,1,332.0
2022-06-20,17,a,basic,8226.66,25,0,0,0,0,1,332.0
2022-06-21,17,a,basic,6482.34,19,0,0,0,1,1,332.0
2022-06-22,17,a,basic,7132.51,17,0,0,0,2,1,332.0
2022-06-23,17,a,basic,7255.98,24,0,0,0,3,1,332.0
2022-06-24,17,a,basic,5113.38,17,0,0,0,4,1,332.0
2022-06-25,17,a,basic,8856.3,24,0,0,0,5,1,332.0
2022-06-26,17,a,basic,7631.94,19,0,0,0,6,1,332.0
2022-06-27,17,a,basic,6598.2,23,0,0,0,0,1,332.0
2022-06-28,17,a,basic,6036.3,21,0,0,0,1,1,332.0
2022-06-29,17,a,basic,7789.76,18,0,0,0,2,1,332.0
2022-06-30,17,a,basic,6536.01,17,0,0,0,3,1,332.0
2022-07-01,17,a,basic,3055.76,9,0,0,0,4,1,332.0
2022-07-02,17,a,basic,5207.11,12,0,0,0,5,1,332.0
2022-07-03,17,a,basic,4744.76,11,0,0,0,6,1,332.0
2022-07-04,17,a,basic,3907.97,9,0,0,0,0,1,332.0
2022-07-05,17,a,basic,4735.09,14,1,0,0,1,1,332.0
2022-07-06,17,a,basic,4409.33,10,0,0,1,2,1,332.0
2022-07-07,17,a,basic,5946.82,16,0,0,1,3,1,332.0
2022-07-08,17,a,basic,3639.67,8,0,0,1,4,1,332.0
2022-07-09,17,a,basic,1467.48,4,0,0,1,5,1,332.0
2022-07-10,17,a,basic,6434.53,15,0,0,1,6,1,332.0
2022-07-11,17,a,basic,6042.03,20,0,0,1,0,1,332.0
2022-07-12,17,a,basic,5861.1,14,0,0,1,1,1,332.0
2022-07-13,17,a,basic,3167.55,8,0,0,0,2,1,332.0
2022-07-14,17,a,basic,4151.88,10,0,0,0,3,1,332.0
2022-07-15,17,a,basic,3098.67,10,0,0,0,4,1,332.0
2022-07-16,17,a,basic,4633.57,16,0,0,0,5,1,332.0
2022-07-17,17,a,basic,3896.97,12,0,0,0,6,1,332.0
2022-07-18,17,a,basic,4366.47,13,0,0,0,0,1,332.0
2022-07-19,17,a,basic,5024.32,17,1,0,0,1,1,332.0
2022-07-20,17,a,basic,4403.57,12,0,0,0,2,1,332.0
2022-07-21,17,a,basic,4900.67,11,1,0,0,3,1,332.0
2022-07-22,17,a,basic,2875.54,7,0,0,0,4,1,332.0
2022-07-23,17,a,basic,4416.01,10,0,0,0,5,1,332.0
2022-07-24,17,a,basic,4522.18,14,0,0,0,6,1,332.0
2022-07-25,17,a,basic,4430.21,12,0,0,0,0,1,332.0
2022-07-26,17,a,basic,4388.24,14,0,0,0,1,1,332.0
2022-07-27,17,a,basic,3850.43,11,0,0,0,2,1,332.0
2022-07-28,17,a,basic,3944.91,12,0,0,0,3,1,332.0
2022-07-29,17,a,basic,4779.26,11,1,0,0,4,1,332.0
2022-07-30,17,a,basic,7227.04,21,1,0,0,5,1,332.0
2022-07-31,17,a,basic,4379.44,11,0,0,0,6,1,332.0
2022-08-01,17,a,basic,4061.84,9,0,0,0,0,1,332.0
2022-08-02,17,a,basic,4119.99,14,0,0,0,1,1,332.0
2022-08-03,17,a,basic,5138.07,13,1,0,0,2,1,332.0
2022-08-04,17,a,basic,4472.8,12,0,0,0,3,1,332.0
2022-08-05,17,a,basic,2866.08,8,0,0,0,4,1,332.0
2022-08-06,17,a,basic,4715.51,11,0,0,0,5,1,332.0
2022-08-07,17,a,basic,4298.95,12,0,0,0,6,1,332.0
2022-08-08,17,a,basic,4094.4,14,0,0,0,0,1,332.0
2022-08-09,17,a,basic,4015.55,9,0,0,0,1,1,332.0
2022-08-10,17,a,basic,4493.86,14,0,0,0,2,1,332.0
2022-08-11,17,a,basic,3645.96,11,0,0,0,3,1,332.0
2022-08-12,17,a,basic,3551.78,8,0,0,0,4,1,332.0
2022-08-13,17,a,basic,6722.25,21,1,0,0,5,1,332.0
2022-08-14,17,a,basic,3743.08,11,0,0,0,6,1,332.0
2022-08-15,17,a,basic,1269.01,4,0,1,0,0,1,332.0
2022-08-16,17,a,basic,4118.73,11,0,0,0,1,1,332.0
2022-08-17,17,a,basic,4176.18,14,0,0,0,2,1,332.0
2022-08-18,17,a,basic,4070.95,9,0,0,0,3,1,332.0
2022-08-19,17,a,basic,2917.98,7,0,0,0,4,1,332.0
2022-08-20,17,a,basic,5153.42,17,0,0,0,5,1,332.0
2022-08-21,17,a,basic,4470.89,11,0,0,0,6,1,332.0
2022-08-22,17,a,basic,4668.39,12,0,0,0,0,1,332.0
2022-08-23,17,a,basic,4353.36,11,0,0,0,1,1,332.0
2022-08-24,17,a,basic,4373.0,14,0,0,0,2,1,332.0
2022-08-25,17,a,basic,3607.46,10,0,0,0,3,1,332.0
2022-08-26,17,a,basic,3244.84,8,0,0,0,4,1,332.0
2022-08-27,17,a,basic,5119.03,16,0,0,0,5,1,332.0
2022-08-28,17,a,basic,4808.4,14,0,0,0,6,1,332.0
2022-08-29,17,a,basic,4257.5,13,0,0,0,0,1,332.0
2022-08-30,17,a,basic,3947.24,11,0,0,0,1,1,332.0
2022-08-31,17,a,basic,4684.17,12,0,0,0,2,1,332.0
2022-09-01,17,a,basic,6065.35,14,0,0,0,3,1,332.0
2022-09-02,17,a,basic,5966.6,17,1,0,0,4,1,332.0
2022-09-03,17,a,basic,7988.51,22,1,0,0,5,1,332.0
2022-09-04,17,a,basic,6048.74,16,0,0,0,6,1,332.0
2022-09-05,17,a,basic,5566.58,18,0,0,0,0,1,332.0
2022-09-06,17,a,basic,5269.86,13,0,0,0,1,1,332.0
2022-09-07,17,a,basic,5333.58,16,0,0,0,2,1,332.0
2022-09-08,17,a,basic,6846.28,19,0,0,0,3,1,332.0
2022-09-09,17,a,basic,3956.96,9,0,0,0,4,1,332.0
2022-09-10,17,a,basic,6133.81,18,0,0,0,5,1,332.0
2022-09-11,17,a,basic,6236.95,14,0,0,0,6,1,332.0
2022-09-12,17,a,basic,5666.74,16,0,0,0,0,1,332.0
2022-09-13,17,a,basic,5645.9,15,0,0,0,1,1,332.0
2022-09-14,17,a,basic,4547.34,11,0,0,0,2,1,332.0
2022-09-15,17,a,basic,5384.39,13,0,0,0,3,1,332.0
2022-09-16,17,a,basic,4147.99,10,0,0,0,4,1,332.0
2022-09-17,17,a,basic,5970.03,20,0,0,0,5,1,332.0
2022-09-18,17,a,basic,6026.32,14,0,0,0,6,1,332.0
2022-09-19,17,a,basic,6244.2,17,0,0,0,0,1,332.0
2022-09-20,17,a,basic,5838.82,17,0,0,0,1,1,332.0
2022-09-21,17,a,basic,5311.9,17,0,0,0,2,1,332.0
2022-09-22,17,a,basic,5259.14,14,0,0,0,3,1,332.0
2022-09-23,17,a,basic,4456.13,13,0,0,0,4,1,332.0
2022-09-24,17,a,basic,6444.57,17,0,0,0,5,1,332.0
2022-09-25,17,a,basic,5796.45,15,0,0,0,6,1,332.0
2022-09-26,17,a,basic,6324.19,17,0,0,0,0,1,332.0
2022-09-27,17,a,basic,6596.81,21,0,0,0,1,1,332.0
2022-09-28,17,a,basic,5259.95,15,0,0,0,2,1,332.0
2022-09-29,17,a,basic,5047.8,15,0,0,0,3,1,332.0
2022-09-30,17,a,basic,3751.62,9,0,0,0,4,1,332.0
2022-10-01,17,a,basic,7053.2,20,0,0,0,5,1,332.0
2022-10-02,17,a,basic,8782.53,22,1,0,0,6,1,332.0
2022-10-03,17,a,basic,8279.88,20,1,0,0,0,1,332.0
2022-10-04,17,a,basic,6328.33,21,0,0,0,1,1,332.0
2022-10-05,17,a,basic,6153.38,19,0,0,0,2,1,332.0
2022-10-06,17,a,basic,7039.96,21,0,0,0,3,1,332.0
2022-10-07,17,a,basic,5361.95,14,0,0,0,4,1,332.0
2022-10-08,17,a,basic,8152.26,28,0,0,0,5,1,332.0
2022-10-09,17,a,basic,7305.09,18,0,0,0,6,1,332.0
2022-10-10,17,a,basic,7296.37,22,0,0,0,0,1,332.0
2022-10-11,17,a,basic,6382.02,15,0,0,0,1,1,332.0
2022-10-12,17,a,basic,6229.17,21,0,0,0,2,1,332.0
2022-10-13,17,a,basic,8219.93,24,1,0,0,3,1,332.0
2022-10-14,17,a,basic,5222.03,14,0,0,0,4,1,332.0
2022-10-15,17,a,basic,7882.17,23,0,0,0,5,1,332.0
2022-10-16,17,a,basic,8713.32,21,1,0,0,6,1,332.0
2022-10-17,17,a,basic,7305.34,21,0,0,0,0,1,332.0
2022-10-18,17,a,basic,7339.83,22,0,0,0,1,1,332.0
2022-10-19,17,a,basic,5270.71,18,0,0,0,2,1,332.0
2022-10-20,17,a,basic,7717.45,23,0,0,0,3,1,332.0
2022-10-21,17,a,basic,5307.77,13,0,0,0,4,1,332.0
2022-10-22,17,a,basic,7505.5,18,0,0,0,5,1,332.0
2022-10-23,17,a,basic,6739.49,18,0,0,0,6,1,332.0
2022-10-24,17,a,basic,7099.01,20,0,0,0,0,1,332.0
2022-10-25,17,a,basic,6632.33,21,0,0,0,1,1,332.0
2022-10-26,17,a,basic,6600.73,21,0,0,0,2,1,332.0
2022-10-27,17,a,basic,7012.54,25,0,0,0,3,1,332.0
2022-10-28,17,a,basic,5008.46,14,0,0,0,4,1,332.0
2022-10-29,17,a,basic,7820.25,21,0,0,0,5,1,332.0
2022-10-30,17,a,basic,8211.19,20,0,0,0,6,1,332.0
2022-10-31,17,a,basic,7124.75,24,1,0,0,0,1,332.0
2022-11-01,17,a,basic,6128.92,15,0,0,0,1,1,332.0
2022-11-02,17,a,basic,8545.56,29,1,0,0,2,1,332.0
2022-11-03,17,a,basic,6466.27,18,0,0,0,3,1,332.0
2022-11-04,17,a,basic,5559.56,16,0,0,0,4,1,332.0
2022-11-05,17,a,basic,9900.84,27,1,0,0,5,1,332.0
2022-11-06,17,a,basic,7480.94,19,0,0,0,6,1,332.0
2022-11-07,17,a,basic,7482.55,21,0,0,0,0,1,332.0
2022-11-08,17,a,basic,7906.7,27,0,0,0,1,1,332.0
2022-11-09,17,a,basic,6433.12,17,0,0,0,2,1,332.0
2022-11-10,17,a,basic,6732.4,23,0,0,0,3,1,332.0
2022-11-11,17,a,basic,4519.17,11,0,0,0,4,1,332.0
2022-11-12,17,a,basic,7352.63,22,0,0,0,5,1,332.0
2022-11-13,17,a,basic,6935.78,23,0,0,0,6,1,332.0
2022-11-14,17,a,basic,7495.88,20,0,0,0,0,1,332.0
2022-11-15,17,a,basic,6603.32,18,0,0,0,1,1,332.0
2022-11-16,17,a,basic,5719.71,19,0,0,0,2,1,332.0
2022-11-17,17,a,basic,6445.94,17,0,0,0,3,1,332.0
2022-11-18,17,a,basic,5356.33,18,0,0,0,4,1,332.0
2022-11-19,17,a,basic,5248.41,18,0,0,0,5,1,332.0
2022-11-20,17,a,basic,8030.45,23,0,0,0,6,1,332.0
2022-11-21,17,a,basic,7608.48,23,0,0,0,0,1,332.0
2022-11-22,17,a,basic,6548.45,17,0,0,0,1,1,332.0
2022-11-23,17,a,basic,6600.36,16,0,0,0,2,1,332.0
2022-11-24,17,a,basic,6610.5,22,0,0,0,3,1,332.0
2022-11-25,17,a,basic,4849.96,12,0,0,0,4,1,332.0
2022-11-26,17,a,basic,9019.71,24,0,0,0,5,1,332.0
2022-11-27,17,a,basic,8734.89,23,1,0,0,6,1,332.0
2022-11-28,17,a,basic,9927.67,26,1,0,0,0,1,332.0
2022-11-29,17,a,basic,7779.72,25,1,0,0,1,1,332.0
2022-11-30,17,a,basic,6843.74,18,0,0,0,2,1,332.0
2022-12-01,17,a,basic,5407.0,17,0,0,0,3,1,332.0
2022-12-02,17,a,basic,3772.33,12,0,0,0,4,1,332.0
2022-12-03,17,a,basic,8215.12,20,1,0,0,5,1,332.0
2022-12-04,17,a,basic,6445.28,17,0,0,0,6,1,332.0
2022-12-05,17,a,basic,6637.48,18,0,0,0,0,1,332.0
2022-12-06,17,a,basic,5686.43,19,0,0,0,1,1,332.0
2022-12-07,17,a,basic,6517.29,22,0,0,0,2,1,332.0
2022-12-08,17,a,basic,4782.61,14,0,0,0,3,1,332.0
2022-12-09,17,a,basic,4561.98,13,0,0,0,4,1,332.0
2022-12-10,17,a,basic,5849.72,15,0,0,0,5,1,332.0
2022-12-11,17,a,basic,5810.49,17,0,0,0,6,1,332.0
2022-12-12,17,a,basic,5906.7,15,0,0,0,0,1,332.0
2022-12-13,17,a,basic,7368.48,23,1,0,0,1,1,332.0
2022-12-14,17,a,basic,6317.43,20,0,0,0,2,1,332.0
2022-12-15,17,a,basic,5323.69,16,0,0,0,3,1,332.0
2022-12-16,17,a,basic,0.0,0,0,1,0,4,0,332.0
2022-12-17,17,a,basic,9262.05,25,1,0,0,5,1,332.0
2022-12-18,17,a,basic,7161.75,18,0,0,0,6,1,332.0
2022-12-19,17,a,basic,5643.04,13,0,0,0,0,1,332.0
2022-12-20,17,a,basic,4988.54,13,0,0,0,1,1,332.0
2022-12-21,17,a,basic,6486.53,21,0,0,0,2,1,332.0
2022-12-22,17,a,basic,5382.88,13,0,0,0,3,1,332.0
2022-12-23,17,a,basic,4285.67,12,0,0,0,4,1,332.0
2022-12-24,17,a,basic,7011.36,17,0,0,0,5,1,332.0
2022-12-25,17,a,basic,2277.25,6,0,1,0,6,1,332.0
2022-12-26,17,a,basic,5967.88,14,0,0,0,0,1,332.0
2022-12-27,17,a,basic,6578.18,20,0,0,0,1,1,332.0
2022-12-28,17,a,basic,5946.89,16,1,0,0,2,1,332.0
2022-12-29,17,a,basic,4306.48,13,0,0,0,3,1,332.0
2022-12-30,17,a,basic,5464.25,15,0,0,0,4,1,332.0
2022-12-31,17,a,basic,6022.43,15,0,0,0,5,1,332.0
2023-01-01,17,a,basic,2360.95,8,0,1,0,6,1,332.0
2023-01-02,17,a,basic,8038.17,21,1,0,0,0,1,332.0
2023-01-03,17,a,basic,5232.83,14,0,0,0,1,1,332.0
2023-01-04,17,a,basic,6867.88,22,0,0,0,2,1,332.0
2023-01-05,17,a,basic,6230.3,15,0,0,0,3,1,332.0
2023-01-06,17,a,basic,4967.31,14,1,0,0,4,1,332.0
2023-01-07,17,a,basic,7814.82,21,0,0,0,5,1,332.0
2023-01-08,17,a,basic,5520.56,13,0,0,0,6,1,332.0
2023-01-09,17,a,basic,6448.58,20,0,0,0,0,1,332.0
2023-01-10,17,a,basic,6769.01,18,1,0,0,1,1,332.0
2023-01-11,17,a,basic,6411.38,21,0,0,0,2,1,332.0
2023-01-12,17,a,basic,7754.07,26,1,0,0,3,1,332.0
2023-01-13,17,a,basic,5306.39,18,0,0,0,4,1,332.0
2023-01-14,17,a,basic,7085.59,20,0,0,0,5,1,332.0
2023-01-15,17,a,basic,7421.9,24,0,0,0,6,1,332.0
2023-01-16,17,a,basic,6330.91,19,0,0,0,0,1,332.0
2023-01-17,17,a,basic,6547.3,16,0,0,0,1,1,332.0
2023-01-18,17,a,basic,6426.42,20,0,0,0,2,1,332.0
2023-01-19,17,a,basic,4064.13,14,0,0,0,3,1,332.0
2023-01-20,17,a,basic,5438.07,18,0,0,0,4,1,332.0
2023-01-21,17,a,basic,6867.49,16,0,0,0,5,1,332.0
2023-01-22,17,a,basic,6368.2,22,0,0,0,6,1,332.0
2023-01-23,17,a,basic,6610.54,17,0,0,0,0,1,332.0
2023-01-24,17,a,basic,8109.79,21,1,0,0,1,1,332.0
2023-01-25,17,a,basic,6717.84,22,0,0,0,2,1,332.0
2023-01-26,17,a,basic,6295.65,20,0,0,0,3,1,332.0
2023-01-27,17,a,basic,4561.27,12,0,0,0,4,1,332.0
2023-01-28,17,a,basic,9418.98,28,1,0,0,5,1,332.0
2023-01-29,17,a,basic,6159.61,16,0,0,0,6,1,332.0
2023-01-30,17,a,basic,6802.83,23,0,0,0,0,1,332.0
2023-01-31,17,a,basic,6068.97,15,0,0,0,1,1,332.0
2023-02-01,17,a,basic,5489.2,16,0,0,0,2,1,332.0
2023-02-02,17,a,basic,5291.95,17,0,0,0,3,1,332.0
2023-02-03,17,a,basic,5921.57,19,1,0,0,4,1,332.0
2023-02-04,17,a,basic,6846.95,18,0,0,0,5,1,332.0
2023-02-05,17,a,basic,5653.43,16,0,0,0,6,1,332.0
2023-02-06,17,a,basic,6666.51,17,0,0,0,0,1,332.0
